"Date","Action_Type","Language","Content_Category","Day_of_Week","Impressions","CTR","Clicks"
2024-02-13,"Instagram Post","Spanish","Partners","Tuesday",2241,0.0139909712446544,31
2024-02-13,"LinkedIn Post","French","Humor","Tuesday",1522,0.0149052479221467,23
2024-02-14,"Instagram Post","Spanish","Partners","Wednesday",1994,0.0132609058587659,26
2024-02-14,"LinkedIn Post","English","Platform Improvements","Wednesday",1540,0.0128402170563095,20
2024-02-15,"Instagram Post","English","Events","Thursday",2346,0.0141080398811812,33
2024-02-15,"LinkedIn Post","English","Marketing Automation","Thursday",1620,0.00924773235863867,15
2024-02-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Thursday",10249,0.107927104562491,1106
2024-02-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Thursday",8609,0.0987589680622642,850
2024-02-15,"Newsletter","English","Monthly Newsletter","Thursday",12137,0.0981040981486933,1191
2024-02-16,"Instagram Post","Spanish","Partners","Friday",1742,0.0119755008685542,21
2024-02-16,"LinkedIn Post","Portuguese","Marketing Automation","Friday",1899,0.00984646403952251,19
2024-02-19,"Instagram Post","Spanish","Platform Improvements","Monday",2063,0.0204306538305725,42
2024-02-19,"LinkedIn Post","Spanish","Platform Improvements","Monday",1580,0.00973472907634086,15
2024-02-20,"Instagram Post","Italian","Platform Improvements","Tuesday",1992,0.0153096252865479,31
2024-02-20,"LinkedIn Post","Spanish","Marketing Automation","Tuesday",1529,0.0114176644455554,17
2024-02-21,"Instagram Post","English","Marketing Automation","Wednesday",1950,0.0177942776723697,35
2024-02-21,"LinkedIn Post","Portuguese","Marketing Automation","Wednesday",1729,0.0120419120772946,21
2024-02-22,"Instagram Post","Spanish","Partners","Thursday",1945,0.017170153816462,33
2024-02-22,"LinkedIn Post","Italian","Platform Improvements","Thursday",1923,0.00954358772991201,18
2024-02-23,"Instagram Post","Spanish","Marketing Automation","Friday",2201,0.015410879218309,34
2024-02-23,"LinkedIn Post","English","Events","Friday",1664,0.00762040081303738,13
2024-02-26,"Instagram Post","Spanish","Platform Improvements","Monday",2255,0.0201198582620352,45
2024-02-26,"LinkedIn Post","English","Partners","Monday",1718,0.0100317689886605,17
2024-02-27,"Instagram Post","English","Marketing Automation","Tuesday",2339,0.0172854890809047,40
2024-02-27,"LinkedIn Post","Spanish","Marketing Automation","Tuesday",1669,0.0094491330113474,16
2024-02-28,"Instagram Post","Spanish","Events","Wednesday",2049,0.0120604229578512,25
2024-02-28,"LinkedIn Post","Spanish","Platform Improvements","Wednesday",1790,0.0113497627563034,20
2024-02-29,"Instagram Post","Spanish","Partners","Thursday",2407,0.0157537881831329,38
2024-02-29,"LinkedIn Post","English","Partners","Thursday",1631,0.00989716855459432,16
2024-03-01,"Instagram Post","English","Marketing Automation","Friday",2612,0.0213490354516331,56
2024-03-01,"LinkedIn Post","English","Humor","Friday",1892,0.0147238940492294,28
2024-03-04,"Instagram Post","Spanish","Marketing Automation","Monday",2568,0.017527553964124,45
2024-03-04,"LinkedIn Post","English","Events","Monday",1635,0.00978044676696914,16
2024-03-05,"Instagram Post","English","Platform Improvements","Tuesday",2539,0.0166455580533254,42
2024-03-05,"LinkedIn Post","Spanish","Platform Improvements","Tuesday",1684,0.0148608869625301,25
2024-03-06,"Instagram Post","Spanish","Marketing Automation","Wednesday",2312,0.0183662759889372,42
2024-03-06,"LinkedIn Post","English","Partners","Wednesday",1683,0.0134325664518628,23
2024-03-07,"Instagram Post","Spanish","Humor","Thursday",1997,0.0237465983446852,47
2024-03-07,"LinkedIn Post","English","Partners","Thursday",1614,0.0134753221942343,22
2024-03-08,"Instagram Post","English","Partners","Friday",1883,0.0203801415114475,38
2024-03-08,"LinkedIn Post","English","Partners","Friday",1931,0.011819947777702,23
2024-03-11,"Instagram Post","Spanish","Platform Improvements","Monday",2478,0.018475679009095,46
2024-03-11,"LinkedIn Post","English","Humor","Monday",1647,0.0190877482422532,31
2024-03-12,"Instagram Post","Spanish","Marketing Automation","Tuesday",2400,0.0166026475285313,40
2024-03-12,"LinkedIn Post","Spanish","Partners","Tuesday",1956,0.0116241030698065,23
2024-03-13,"Instagram Post","Spanish","Marketing Automation","Wednesday",2379,0.0164495740463644,39
2024-03-13,"LinkedIn Post","French","Events","Wednesday",1474,0.0110130963613337,16
2024-03-14,"Instagram Post","English","Platform Improvements","Thursday",2604,0.0158212313739165,41
2024-03-14,"LinkedIn Post","Italian","Events","Thursday",1870,0.00800497956018891,15
2024-03-15,"Instagram Post","English","Marketing Automation","Friday",2338,0.0191659054390559,45
2024-03-15,"LinkedIn Post","English","Platform Improvements","Friday",1681,0.0152575621419635,26
2024-03-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Friday",10819,0.120091339933037,1299
2024-03-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Friday",9378,0.108318234001046,1016
2024-03-15,"Newsletter","English","Monthly Newsletter","Friday",13299,0.119148185565979,1585
2024-03-18,"Instagram Post","Spanish","Humor","Monday",2622,0.0210253860252946,55
2024-03-18,"LinkedIn Post","English","Marketing Automation","Monday",1901,0.0107744046363567,20
2024-03-19,"Instagram Post","Spanish","Partners","Tuesday",2690,0.0176204714175498,47
2024-03-19,"LinkedIn Post","Portuguese","Humor","Tuesday",1532,0.0162980600399437,25
2024-03-20,"Instagram Post","Spanish","Events","Wednesday",2126,0.0120097766025822,26
2024-03-20,"LinkedIn Post","Spanish","Platform Improvements","Wednesday",1766,0.0135650288486896,24
2024-03-21,"Instagram Post","Spanish","Humor","Thursday",2190,0.021239873179625,47
2024-03-21,"LinkedIn Post","Spanish","Partners","Thursday",1629,0.013523115359796,22
2024-03-22,"Instagram Post","Spanish","Events","Friday",2155,0.011288629470202,24
2024-03-22,"LinkedIn Post","English","Events","Friday",2075,0.00867038231381307,18
2024-03-25,"Instagram Post","English","Partners","Monday",2448,0.0188932530143445,46
2024-03-25,"LinkedIn Post","Spanish","Humor","Monday",1675,0.0166120673272709,28
2024-03-26,"Instagram Post","English","Humor","Tuesday",2287,0.0208296951792124,48
2024-03-26,"LinkedIn Post","Spanish","Humor","Tuesday",1746,0.0165960503756894,29
2024-03-27,"Instagram Post","French","Marketing Automation","Wednesday",2331,0.0163183055726505,38
2024-03-27,"LinkedIn Post","English","Humor","Wednesday",1679,0.0148373249808907,25
2024-03-28,"Instagram Post","French","Marketing Automation","Thursday",2040,0.0153583497802668,31
2024-03-28,"LinkedIn Post","English","Platform Improvements","Thursday",1826,0.0143054713442005,26
2024-03-29,"Instagram Post","English","Platform Improvements","Friday",2329,0.0197488390164071,46
2024-03-29,"LinkedIn Post","Portuguese","Events","Friday",1913,0.00891108998241527,17
2024-04-01,"Instagram Post","Spanish","Marketing Automation","Monday",2568,0.0150896536564626,39
2024-04-01,"LinkedIn Post","English","Humor","Monday",1912,0.0148486450560274,28
2024-04-02,"Instagram Post","Spanish","Marketing Automation","Tuesday",2406,0.016774064823704,40
2024-04-02,"LinkedIn Post","English","Humor","Tuesday",1772,0.0151277552264432,27
2024-04-03,"Instagram Post","Spanish","Platform Improvements","Wednesday",2780,0.0207743737376384,58
2024-04-03,"LinkedIn Post","Spanish","Platform Improvements","Wednesday",1796,0.0146999666261446,26
2024-04-04,"Instagram Post","Spanish","Humor","Thursday",2469,0.0261340303676632,65
2024-04-04,"LinkedIn Post","English","Platform Improvements","Thursday",2071,0.0143530674961949,30
2024-04-05,"Instagram Post","Spanish","Marketing Automation","Friday",2277,0.0177969596825266,41
2024-04-05,"LinkedIn Post","Spanish","Marketing Automation","Friday",1436,0.0113367394188114,16
2024-04-08,"Instagram Post","Spanish","Humor","Monday",2343,0.0216515363315594,51
2024-04-08,"LinkedIn Post","English","Marketing Automation","Monday",1853,0.0100963833236815,19
2024-04-09,"Instagram Post","Italian","Partners","Tuesday",1891,0.0180563308241148,34
2024-04-09,"LinkedIn Post","English","Events","Tuesday",1585,0.00861657653376176,14
2024-04-10,"Instagram Post","Spanish","Marketing Automation","Wednesday",2386,0.01756668043312,42
2024-04-10,"LinkedIn Post","English","Events","Wednesday",1571,0.00953266881048542,15
2024-04-11,"Instagram Post","English","Marketing Automation","Thursday",2223,0.0200164575329269,44
2024-04-11,"LinkedIn Post","Spanish","Events","Thursday",1622,0.00920860918558447,15
2024-04-12,"Instagram Post","English","Partners","Friday",2251,0.0171906693836129,39
2024-04-12,"LinkedIn Post","Spanish","Marketing Automation","Friday",1946,0.0123532307941001,24
2024-04-15,"Instagram Post","Spanish","Marketing Automation","Monday",2511,0.0195690400978256,49
2024-04-15,"LinkedIn Post","Spanish","Partners","Monday",1896,0.0112369616901492,21
2024-04-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Monday",11936,0.118324645144593,1412
2024-04-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Monday",9764,0.123023968468108,1201
2024-04-15,"Newsletter","English","Monthly Newsletter","Monday",14414,0.11623419543859,1675
2024-04-16,"Instagram Post","English","Platform Improvements","Tuesday",2485,0.0236827685893911,59
2024-04-16,"LinkedIn Post","English","Humor","Tuesday",1744,0.0162352234415482,28
2024-04-17,"Instagram Post","English","Marketing Automation","Wednesday",2448,0.0180506184517727,44
2024-04-17,"LinkedIn Post","English","Marketing Automation","Wednesday",1964,0.0131145913209424,26
2024-04-18,"Instagram Post","Italian","Partners","Thursday",2725,0.0180831015424623,49
2024-04-18,"LinkedIn Post","English","Events","Thursday",1861,0.0102845725304616,19
2024-04-19,"Instagram Post","English","Platform Improvements","Friday",2317,0.0195757538053851,45
2024-04-19,"LinkedIn Post","Portuguese","Platform Improvements","Friday",1359,0.01367744208235,19
2024-04-22,"Instagram Post","Spanish","Platform Improvements","Monday",2164,0.021683056272708,47
2024-04-22,"LinkedIn Post","English","Marketing Automation","Monday",1989,0.0100901611794763,20
2024-04-23,"Instagram Post","English","Humor","Tuesday",2236,0.0239889464105264,54
2024-04-23,"LinkedIn Post","English","Platform Improvements","Tuesday",1714,0.0143855616074674,25
2024-04-24,"Instagram Post","English","Humor","Wednesday",2401,0.0247867276281313,60
2024-04-24,"LinkedIn Post","French","Events","Wednesday",1903,0.0113476068376028,22
2024-04-25,"Instagram Post","Spanish","Marketing Automation","Thursday",2421,0.0140667653760365,34
2024-04-25,"LinkedIn Post","English","Partners","Thursday",1759,0.0136219243768571,24
2024-04-26,"Instagram Post","English","Platform Improvements","Friday",2554,0.0186722182508582,48
2024-04-26,"LinkedIn Post","English","Humor","Friday",1856,0.0151810757287954,28
2024-04-29,"Instagram Post","Spanish","Humor","Monday",2261,0.0245194285856916,55
2024-04-29,"LinkedIn Post","Spanish","Marketing Automation","Monday",1809,0.00975834907210767,18
2024-04-30,"Instagram Post","English","Humor","Tuesday",2063,0.0198435811401486,41
2024-04-30,"LinkedIn Post","English","Platform Improvements","Tuesday",1789,0.0143365585769348,26
2024-05-01,"Instagram Post","Italian","Platform Improvements","Wednesday",2418,0.0219858584919761,53
2024-05-01,"LinkedIn Post","English","Humor","Wednesday",1683,0.0166790387819578,28
2024-05-02,"Instagram Post","Spanish","Partners","Thursday",1926,0.0166892689026301,32
2024-05-02,"LinkedIn Post","Italian","Partners","Thursday",1630,0.012560490438467,20
2024-05-03,"Instagram Post","Spanish","Platform Improvements","Friday",2201,0.0192725895632637,42
2024-05-03,"LinkedIn Post","Spanish","Platform Improvements","Friday",1773,0.0149595048391326,27
2024-05-06,"Instagram Post","Spanish","Humor","Monday",2103,0.0229667837066474,48
2024-05-06,"LinkedIn Post","Spanish","Humor","Monday",2134,0.0143629495191001,31
2024-05-07,"Instagram Post","English","Humor","Tuesday",2522,0.0254917516705079,64
2024-05-07,"LinkedIn Post","English","Platform Improvements","Tuesday",1854,0.0125730009338858,23
2024-05-08,"Instagram Post","English","Marketing Automation","Wednesday",2463,0.0175705455950683,43
2024-05-08,"LinkedIn Post","Spanish","Partners","Wednesday",1638,0.0143542245639471,24
2024-05-09,"Instagram Post","Spanish","Platform Improvements","Thursday",2232,0.0214025042002529,48
2024-05-09,"LinkedIn Post","English","Partners","Thursday",1715,0.0138804072330179,24
2024-05-10,"Instagram Post","Spanish","Marketing Automation","Friday",2530,0.0170063753577361,43
2024-05-10,"LinkedIn Post","English","Platform Improvements","Friday",1586,0.0136311336686776,22
2024-05-13,"Instagram Post","Portuguese","Partners","Monday",2183,0.0187772211553684,41
2024-05-13,"LinkedIn Post","English","Marketing Automation","Monday",1563,0.0107000264907011,17
2024-05-14,"Instagram Post","Portuguese","Events","Tuesday",2539,0.0147516939180897,37
2024-05-14,"LinkedIn Post","Italian","Partners","Tuesday",1667,0.0131098855203671,22
2024-05-15,"Instagram Post","Spanish","Platform Improvements","Wednesday",2078,0.0183573242926126,38
2024-05-15,"LinkedIn Post","Spanish","Events","Wednesday",1777,0.00898681185417653,16
2024-05-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Wednesday",11028,0.103931026408999,1146
2024-05-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Wednesday",9483,0.114351459021558,1084
2024-05-15,"Newsletter","English","Monthly Newsletter","Wednesday",14310,0.107093798247147,1533
2024-05-16,"Instagram Post","English","Platform Improvements","Thursday",2296,0.0171960261988076,39
2024-05-16,"LinkedIn Post","English","Platform Improvements","Thursday",1878,0.0145528173893296,27
2024-05-17,"Instagram Post","English","Humor","Friday",2259,0.0200742173032363,45
2024-05-17,"LinkedIn Post","Spanish","Humor","Friday",1737,0.0137820794697805,24
2024-05-20,"Instagram Post","English","Marketing Automation","Monday",2077,0.0181876425530182,38
2024-05-20,"LinkedIn Post","Spanish","Partners","Monday",1808,0.0111707736204622,20
2024-05-21,"Instagram Post","English","Marketing Automation","Tuesday",2447,0.0171220260430519,42
2024-05-21,"LinkedIn Post","Spanish","Marketing Automation","Tuesday",1923,0.0105821300164581,20
2024-05-22,"Instagram Post","Portuguese","Marketing Automation","Wednesday",2229,0.016190755999562,36
2024-05-22,"LinkedIn Post","Spanish","Marketing Automation","Wednesday",1811,0.0113819165644684,21
2024-05-23,"Instagram Post","English","Platform Improvements","Thursday",2260,0.0149558653795275,34
2024-05-23,"LinkedIn Post","English","Events","Thursday",1823,0.00914265356957627,17
2024-05-24,"Instagram Post","Spanish","Platform Improvements","Friday",2438,0.0213522702388444,52
2024-05-24,"LinkedIn Post","Spanish","Marketing Automation","Friday",1441,0.0116322444984069,17
2024-05-27,"Instagram Post","French","Humor","Monday",2215,0.0237143273940247,53
2024-05-27,"LinkedIn Post","Spanish","Marketing Automation","Monday",1842,0.0113178953781327,21
2024-05-28,"Instagram Post","English","Marketing Automation","Tuesday",2344,0.0178178110974528,42
2024-05-28,"LinkedIn Post","Spanish","Marketing Automation","Tuesday",1751,0.012115391008441,21
2024-05-29,"Instagram Post","English","Marketing Automation","Wednesday",2593,0.0213007703924853,55
2024-05-29,"LinkedIn Post","Portuguese","Partners","Wednesday",1667,0.00999324286547966,17
2024-05-30,"Instagram Post","Spanish","Platform Improvements","Thursday",2533,0.0216439033665671,55
2024-05-30,"LinkedIn Post","English","Events","Thursday",1552,0.00943765182742159,15
2024-05-31,"Instagram Post","Spanish","Platform Improvements","Friday",2532,0.0217251295721973,55
2024-05-31,"LinkedIn Post","English","Partners","Friday",1517,0.00976539811716033,15
2024-06-03,"Instagram Post","Spanish","Marketing Automation","Monday",2163,0.0154825362477024,33
2024-06-03,"LinkedIn Post","English","Marketing Automation","Monday",1733,0.00961666071728067,17
2024-06-04,"Instagram Post","French","Marketing Automation","Tuesday",2108,0.016765822792988,35
2024-06-04,"LinkedIn Post","Spanish","Marketing Automation","Tuesday",1489,0.00897693437505705,13
2024-06-05,"Instagram Post","English","Humor","Wednesday",1989,0.0200305862044481,40
2024-06-05,"LinkedIn Post","Spanish","Marketing Automation","Wednesday",1472,0.0101736026169346,15
2024-06-06,"Instagram Post","English","Marketing Automation","Thursday",1891,0.0128065656079319,24
2024-06-06,"LinkedIn Post","Italian","Events","Thursday",1506,0.00792698675397341,12
2024-06-07,"Instagram Post","English","Platform Improvements","Friday",1949,0.0153665228720634,30
2024-06-07,"LinkedIn Post","English","Humor","Friday",1211,0.0142680590982042,17
2024-06-10,"Instagram Post","Spanish","Humor","Monday",1777,0.0217700140175087,39
2024-06-10,"LinkedIn Post","Spanish","Marketing Automation","Monday",1611,0.00977451235952699,16
2024-06-11,"Instagram Post","English","Platform Improvements","Tuesday",1981,0.0179522006326283,36
2024-06-11,"LinkedIn Post","Spanish","Platform Improvements","Tuesday",1739,0.0109170679471657,19
2024-06-12,"Instagram Post","English","Events","Wednesday",2021,0.0156332287663584,32
2024-06-12,"LinkedIn Post","English","Humor","Wednesday",1673,0.0126894137230762,21
2024-06-13,"Instagram Post","English","Platform Improvements","Thursday",1859,0.0168962254721992,31
2024-06-13,"LinkedIn Post","French","Marketing Automation","Thursday",1546,0.0104939265294018,16
2024-06-14,"Instagram Post","Spanish","Events","Friday",2416,0.012941464903327,31
2024-06-14,"LinkedIn Post","English","Platform Improvements","Friday",1346,0.00968014683731359,13
2024-06-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Saturday",8585,0.106563250406861,915
2024-06-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Saturday",7811,0.102079823774037,797
2024-06-15,"Newsletter","English","Monthly Newsletter","Saturday",12722,0.0975411397080729,1241
2024-06-17,"Instagram Post","Spanish","Platform Improvements","Monday",2073,0.0176648632934636,37
2024-06-17,"LinkedIn Post","English","Platform Improvements","Monday",1612,0.012144821056993,20
2024-06-18,"Instagram Post","English","Platform Improvements","Tuesday",1758,0.0183724008000735,32
2024-06-18,"LinkedIn Post","Portuguese","Marketing Automation","Tuesday",1710,0.0108903581893188,19
2024-06-19,"Instagram Post","English","Platform Improvements","Wednesday",1897,0.0162659632484725,31
2024-06-19,"LinkedIn Post","English","Marketing Automation","Wednesday",1609,0.0102751704619807,17
2024-06-20,"Instagram Post","English","Marketing Automation","Thursday",1631,0.0149961413780737,24
2024-06-20,"LinkedIn Post","Spanish","Marketing Automation","Thursday",1156,0.00920220277973166,11
2024-06-21,"Instagram Post","Spanish","Humor","Friday",2297,0.0156096568849314,36
2024-06-21,"LinkedIn Post","English","Platform Improvements","Friday",1341,0.0117278144671704,16
2024-06-24,"Instagram Post","Spanish","Partners","Monday",1941,0.0132480035397875,26
2024-06-24,"LinkedIn Post","English","Marketing Automation","Monday",1420,0.00982517157195386,14
2024-06-25,"Instagram Post","French","Humor","Tuesday",1870,0.0197083147966035,37
2024-06-25,"LinkedIn Post","English","Marketing Automation","Tuesday",1318,0.0106682092461011,14
2024-06-26,"Instagram Post","English","Partners","Wednesday",2555,0.0159471911120029,41
2024-06-26,"LinkedIn Post","Spanish","Marketing Automation","Wednesday",1495,0.0118819460351904,18
2024-06-27,"Instagram Post","Spanish","Marketing Automation","Thursday",1956,0.0132962247416867,26
2024-06-27,"LinkedIn Post","English","Platform Improvements","Thursday",1387,0.0129414859704783,18
2024-06-28,"Instagram Post","Spanish","Platform Improvements","Friday",1855,0.0186839761559163,35
2024-06-28,"LinkedIn Post","Portuguese","Platform Improvements","Friday",1401,0.0110282720909262,15
2024-07-01,"Instagram Post","Spanish","Marketing Automation","Monday",1561,0.0121922070982325,19
2024-07-01,"LinkedIn Post","French","Events","Monday",1165,0.0060731894526715,7
2024-07-02,"Instagram Post","Spanish","Platform Improvements","Tuesday",1555,0.0143222038531034,22
2024-07-02,"LinkedIn Post","Spanish","Platform Improvements","Tuesday",1224,0.00757925582310685,9
2024-07-03,"Instagram Post","Spanish","Marketing Automation","Wednesday",1482,0.0103253807776988,15
2024-07-03,"LinkedIn Post","English","Marketing Automation","Wednesday",1216,0.00788601605611088,10
2024-07-04,"Instagram Post","Spanish","Events","Thursday",1710,0.0101554836407187,17
2024-07-04,"LinkedIn Post","English","Platform Improvements","Thursday",1017,0.00873577912924932,9
2024-07-05,"Instagram Post","Portuguese","Humor","Friday",1544,0.0127473796129073,20
2024-07-05,"LinkedIn Post","Spanish","Marketing Automation","Friday",1206,0.00750383531023308,9
2024-07-08,"Instagram Post","Spanish","Platform Improvements","Monday",1779,0.0152453202798722,27
2024-07-08,"LinkedIn Post","English","Platform Improvements","Monday",1175,0.00768698628277935,9
2024-07-09,"Instagram Post","English","Marketing Automation","Tuesday",1879,0.0134927566258343,25
2024-07-09,"LinkedIn Post","Spanish","Partners","Tuesday",1092,0.00709180438420328,8
2024-07-10,"Instagram Post","French","Marketing Automation","Wednesday",1583,0.0110400794885108,17
2024-07-10,"LinkedIn Post","Italian","Platform Improvements","Wednesday",1045,0.00965232829200341,10
2024-07-11,"Instagram Post","Portuguese","Humor","Thursday",1532,0.01747628583292,27
2024-07-11,"LinkedIn Post","Spanish","Marketing Automation","Thursday",1094,0.00827584996588411,9
2024-07-12,"Instagram Post","English","Marketing Automation","Friday",1482,0.0126511801959435,19
2024-07-12,"LinkedIn Post","English","Events","Friday",1171,0.00690048788103255,8
2024-07-15,"Instagram Post","English","Platform Improvements","Monday",1816,0.016270240588315,30
2024-07-15,"LinkedIn Post","Spanish","Platform Improvements","Monday",1224,0.00856037634032895,10
2024-07-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Monday",8025,0.0763604231742432,613
2024-07-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Monday",6356,0.0756372993276282,481
2024-07-15,"Newsletter","English","Monthly Newsletter","Monday",9770,0.0810339642980113,792
2024-07-16,"Instagram Post","Portuguese","Marketing Automation","Tuesday",1877,0.0109916481906939,21
2024-07-16,"LinkedIn Post","Italian","Platform Improvements","Tuesday",1007,0.00859716886722335,9
2024-07-17,"Instagram Post","Italian","Events","Wednesday",1451,0.00972792462487049,14
2024-07-17,"LinkedIn Post","English","Humor","Wednesday",1132,0.0101449403927637,11
2024-07-18,"Instagram Post","English","Partners","Thursday",1262,0.0126438759038876,16
2024-07-18,"LinkedIn Post","Spanish","Humor","Thursday",1192,0.00969057311997417,12
2024-07-19,"Instagram Post","Italian","Partners","Friday",1737,0.00941567290470013,16
2024-07-19,"LinkedIn Post","Italian","Platform Improvements","Friday",967,0.00870413469600414,8
2024-07-22,"Instagram Post","English","Platform Improvements","Monday",1470,0.0153119945302443,23
2024-07-22,"LinkedIn Post","Spanish","Marketing Automation","Monday",1235,0.00621371118747225,8
2024-07-23,"Instagram Post","Spanish","Partners","Tuesday",1668,0.013419950654193,22
2024-07-23,"LinkedIn Post","English","Humor","Tuesday",1287,0.00877579565012807,11
2024-07-24,"Instagram Post","French","Marketing Automation","Wednesday",1444,0.0126705593617836,18
2024-07-24,"LinkedIn Post","Spanish","Platform Improvements","Wednesday",1052,0.0100563072680129,11
2024-07-25,"Instagram Post","Spanish","Platform Improvements","Thursday",1698,0.0138337372587596,23
2024-07-25,"LinkedIn Post","Italian","Platform Improvements","Thursday",1180,0.0100321173203911,12
2024-07-26,"Instagram Post","English","Events","Friday",1653,0.0097764692782313,16
2024-07-26,"LinkedIn Post","Italian","Platform Improvements","Friday",1104,0.00918777464098403,10
2024-07-29,"Instagram Post","English","Platform Improvements","Monday",1714,0.0126865177515331,22
2024-07-29,"LinkedIn Post","French","Platform Improvements","Monday",1271,0.00902040140437389,11
2024-07-30,"Instagram Post","Portuguese","Platform Improvements","Tuesday",1558,0.0143152116959051,22
2024-07-30,"LinkedIn Post","Spanish","Humor","Tuesday",1228,0.00960353867940841,12
2024-07-31,"Instagram Post","English","Platform Improvements","Wednesday",1307,0.0129361042420609,17
2024-07-31,"LinkedIn Post","Spanish","Marketing Automation","Wednesday",1150,0.00691217506363365,8
2024-08-01,"Instagram Post","French","Events","Thursday",1802,0.0120718481180869,22
2024-08-01,"LinkedIn Post","Portuguese","Marketing Automation","Thursday",1186,0.00807382125546762,10
2024-08-02,"Instagram Post","English","Events","Friday",1809,0.0117478529656839,21
2024-08-02,"LinkedIn Post","English","Marketing Automation","Friday",1111,0.00916579560172501,10
2024-08-05,"Instagram Post","English","Partners","Monday",2009,0.01403260262507,28
2024-08-05,"LinkedIn Post","English","Platform Improvements","Monday",1309,0.00979347707799731,13
2024-08-06,"Instagram Post","English","Platform Improvements","Tuesday",1679,0.01368632704853,23
2024-08-06,"LinkedIn Post","English","Partners","Tuesday",1295,0.00960365298538665,12
2024-08-07,"Instagram Post","French","Marketing Automation","Wednesday",1242,0.0135865810757273,17
2024-08-07,"LinkedIn Post","English","Marketing Automation","Wednesday",1411,0.0087223860546997,12
2024-08-08,"Instagram Post","Portuguese","Humor","Thursday",1436,0.0172566815221673,25
2024-08-08,"LinkedIn Post","Spanish","Platform Improvements","Thursday",1397,0.00947318341602723,13
2024-08-09,"Instagram Post","Portuguese","Humor","Friday",1612,0.0157406800944994,25
2024-08-09,"LinkedIn Post","Spanish","Marketing Automation","Friday",1130,0.00804908947876722,9
2024-08-12,"Instagram Post","Italian","Platform Improvements","Monday",1967,0.01617976956249,32
2024-08-12,"LinkedIn Post","English","Marketing Automation","Monday",1306,0.00852234895747986,11
2024-08-13,"Instagram Post","English","Platform Improvements","Tuesday",1732,0.0133603661221972,23
2024-08-13,"LinkedIn Post","English","Marketing Automation","Tuesday",1358,0.00784335953173223,11
2024-08-14,"Instagram Post","Spanish","Marketing Automation","Wednesday",1524,0.0127347584653086,19
2024-08-14,"LinkedIn Post","Spanish","Partners","Wednesday",1330,0.0079115496713648,11
2024-08-15,"Instagram Post","Portuguese","Platform Improvements","Thursday",1941,0.0151096069105575,29
2024-08-15,"LinkedIn Post","Spanish","Platform Improvements","Thursday",1276,0.00996104151672578,13
2024-08-15,"Newsletter","Spanish (Spain)","Monthly Newsletter","Thursday",8603,0.0850206477220311,731
2024-08-15,"Newsletter","Spanish (LatAm)","Monthly Newsletter","Thursday",6976,0.0830252937166229,579
2024-08-15,"Newsletter","English","Monthly Newsletter","Thursday",10705,0.0842838557605913,902
2024-08-16,"Instagram Post","English","Platform Improvements","Friday",1672,0.0152206021271188,25
2024-08-16,"LinkedIn Post","Portuguese","Humor","Friday",1275,0.00884962676129813,11
2024-08-19,"Instagram Post","Spanish","Humor","Monday",1488,0.0148709752410325,22
2024-08-19,"LinkedIn Post","English","Platform Improvements","Monday",1166,0.0108238542031433,13
2024-08-20,"Instagram Post","English","Platform Improvements","Tuesday",1616,0.0148495255237207,24
2024-08-20,"LinkedIn Post","Italian","Events","Tuesday",1183,0.00620348612162835,7
2024-08-21,"Instagram Post","English","Partners","Wednesday",1493,0.0145408255117282,22
2024-08-21,"LinkedIn Post","English","Marketing Automation","Wednesday",1201,0.00723603171361582,9
2024-08-22,"Instagram Post","English","Partners","Thursday",1696,0.0153670800434813,26
2024-08-22,"LinkedIn Post","French","Platform Improvements","Thursday",1197,0.00904678604318501,11
2024-08-23,"Instagram Post","English","Humor","Friday",1812,0.0122678009150585,22
2024-08-23,"LinkedIn Post","Spanish","Platform Improvements","Friday",1217,0.00900289764500451,11
2024-08-26,"Instagram Post","English","Humor","Monday",1658,0.0137812602388222,23
2024-08-26,"LinkedIn Post","Spanish","Marketing Automation","Monday",1156,0.00850209173760306,10
2024-08-27,"Instagram Post","Spanish","Humor","Tuesday",1608,0.0148183749255795,24
2024-08-27,"LinkedIn Post","English","Events","Tuesday",1185,0.00576047080035308,7
2024-08-28,"Instagram Post","English","Events","Wednesday",1661,0.00993517649554825,16
2024-08-28,"LinkedIn Post","Spanish","Partners","Wednesday",1434,0.00918621112606862,13
2024-08-29,"Instagram Post","Portuguese","Events","Thursday",1584,0.0115340551754398,18
2024-08-29,"LinkedIn Post","Spanish","Partners","Thursday",1119,0.0092489542298299,10
2024-08-30,"Instagram Post","English","Platform Improvements","Friday",1854,0.0138215924125188,26
2024-08-30,"LinkedIn Post","Spanish","Humor","Friday",1184,0.010072267144216,12
